"negative", "Mam wrażenie jakby ten film został zrobiony tylko po to aby pokazać metalowo-szklane wnętrza, sukienki pasujące do dywanów, puścić kilka zagranicznych hitów i wykorzystać "typowe dla komedii romantycznej" elementy. Film jest koszmarnie naiwny. "Polski Brad Pitt" aka Zakościelny - typowy Polak - skończył dopiero studia, ale już pracuje w super firmie, ma lśniące nowoczesnością mieszkanie i wypasioną furę. Nic mi się w tym filmie nie podobało. Niektóre sceny były żenująco głupie i naiwne. Gra aktorska (pomimo, że obsada niezła) - żenująca. Nie wiem czemu Agnieszka Grochowska intonuje w tym filmie jak jakaś dziewczyna z trzepaka. Okropnie głupi i co gorsza przereklamowany. Absolutnie NIE polecam!"
"negative", "Oglądnąć trzeba, ładny obrazek, ładni aktorzy, ale scenariusz nie jest rewelacyjny, reżyseria taka sobie, rysy charakterologiczne przeciętne i mało oryginalne, miło się ogląda, ale żal, że nie można napisać coś pozytywnego, jeden z wielu filmów nijakich, nic nie wnosi do kina i nie chce się do niego wraca."
"negative", "Nie liczcie na nic oryginalnego, bo się zawiedziecie. Scenariusz typowy i nudny. Pretensjonalne aktorstwo, poza tym aktorzy zbytnio gwiazdorzą. Film jest dosyć przewidywalny, oparty na przestarzałych cechach. Zdecydowanie nie polecam, nie warto tracić czasu."
"negative", "Nuda, nuda, przesłodzona do granic dobrego smaku, mało prawdopodobna, oderwana całkowicie niemal od rzeczywistości łzawa historia, jakościowo przegrywająca nawet z okrytymi złą sławą serialami wenezuelskimi. Jeśli twoja dziewczyna zachwyci się tą komedią - uciekaj czym prędzej. Jej ilość szarych komórek jest rekordowo niska."
"negative", "Kompletna beznadzieja. Film nie zrobił na mnie dobrego wrażenia- niestety w polskim kinie takich romantycznych "flaków" jest coraz więcej. Obejrzyj jeśli masz problemy ze snem (zadziała lepiej niż tabletki), lub jeśli masz ochotę kompletnie się odmóżdżyć. W przypadku, gdy chcesz obejrzeć "coś dobrego"- omijaj ten film szerokim łukiem!!! Odradzam."
"negative", "Jak dla mnie, to już nie jest nawet Fairy Tale, tylko po prostu wyklejanka z użytych w setkach wcześniejszych filmów szablonów i motywów fabularnych. To jest nędzne, żałosne, nudne, przewidywalne i sztuczne. Zwłaszcza sztuczne. Zazwyczaj "wierzę" twórcom filmów, że to, co widzę na ekranie, to są czyjeś przeżycia, a nie odegrany spektakl. Tu nie uwierzyłem - za dużo było sztuczności, za dużo wyraźnie powielonych motywów, za dużo szwów między tymi motywami, żebym uwierzył."
"negative", "Być może zdziwię Was moją opinią, ale ja film uważam za nudny. Według mnie szkoda tracić czas na jego oglądanie. Męczyłam się z nim- próbuj��c o zobaczyć przez całe 40 minut i uważam, że to była strata czasu. Słaba fabuła, nieciekawy scenariusz i kiepska gra aktorska sprawiły, że wyłączyłam ten film i nie zamierzam do niego wracać. Nigdy więcej! Nie polecam!"
"negative", "Słaby film, nie wiem jak można nakręcić tak słabe kino i jeszcze promować je w takiej cenie, nieporozumienie. Odradzam, szkoda kasy!"
"negative", "Słaby film, nie wiem jak można nakręcić tak słabe kino i jeszcze promować je w takiej cenie, nieporozumienie. Odradzam, szkoda kasy!"
"negative", "Mam wrażenie jakby ten film został zrobiony tylko po to aby pokazać metalowo-szklane wnętrza, sukienki pasujące do dywanów, puścić kilka zagranicznych hitów i wykorzystać "typowe dla komedii romantycznej" elementy. Film jest koszmarnie naiwny. "Polski Brad Pitt" aka Zakościelny - typowy Polak - skończył dopiero studia, ale już pracuje w super firmie, ma lśniące nowoczesnością mieszkanie i wypasioną furę. Nic mi się w tym filmie nie podobało. Niektóre sceny były żenująco głupie i naiwne. Gra aktorska (pomimo, że obsada niezła) - żenująca. Nie wiem czemu Agnieszka Grochowska intonuje w tym filmie jak jakaś dziewczyna z trzepaka. Okropnie głupi i co gorsza przereklamowany. Absolutnie NIE polecam!"
"negative", "Beznadziejny, nudny i kolejny o miłości polski film. Kupiłem sobie go miesiąc temu zaraz po premierze filmu w kinach i dotychczas obejrzałem trzy razy. Do plusów zaliczę ujmujące postacie, świetna gra aktorska oraz piękne wydanie DVD. Cała reszta jest kiepska i bardzo rozczarowująca. Nie polecam !"
"negative", "Film godny obejrzenia jedynie dla efektów 3D. Fabuła banalna i zasadniczo szkoda czasu na oglądanie."
"negative", "Serial z dzieciństwa, do którego jednak z czasem straciłem szacunek. I nie wiem dlaczego. Kiedyś kochałem ten serial,a teraz nie mogę na niego patrzeć. Może dlatego że za dużo w nim sztuczności?"
"negative", "Absolutnie nie kupujcie tych słuchawek. Jak ktoś chce kupić lepiej niech da te pieniądze pijakowi pod sklepem, będzie więcej pożytku."
"negative", "Słuchawki rozpadły się po 5 dniach użytkowania. Dramat"
"negative", "Już nigdy nie kupię produktów tej firmy ! Słuchawki MC-822 Patriot mają dobrej jakości dźwięk i są wygodne w noszeniu. Ale ta jakość ! Po tygodniu użytkowania zaczęły odpadać materiałowe osłony kabli, a po miesiącu nie działał już lewy głośnik. Słuchawki leżą teraz w szafie, ponieważ zostały zastąpione na o wiele lepsze. Nie nabiorę się już na tak niską cenę."
"negative", "Wolno chodzi, bateria słaba. Po czasie ścina się wszystko poczynając od interfejsu kończąc na różnych grach i aplikacjach. Za tą cenę można znaleźć coś lepszego, nie polecam."
"negative", "tak 2 lata bateria padla gniazdo ladowania 2 razy serwis ladowanie portem usb tragedia"
"negative", "Omijajcie go szerokim łukiem. Był 2 x w servisie i nadal problem. Chodzi jak rasowy ślimak i gubi mac karty wifi. Wgrywanie softu poleconego przez servis nic nie daje. Lipa i tyle."
"negative", "ABSURD ! Super szczelna, metalowa obudowa na dysk - bez ani jednego otworu wentylacyjnego - już po 15 minutach zagrzała się tak, że można by na niej jajka sadzone smażyć. Obudowa powinna mieć nazwę: HDD-Killer"
"negative", "To jest HD killer - pada zasilacz i przy okazji zabija dysk!"
"negative", "Kupiłem podobną kieszeń na dysk 3,5 SATA. Najpierw trafił się walnięty zasilacz dostałem drugi. Ten też po miesiącu padł przy okazji zabijając mi dysk. Omijajcie z bardzo daleka ten produkt!!!"
"negative", "Nie polecam. Tani, ale niewarty ceny. Ma poważne błędy w firmware. Po resecie routera przywraca niektóre parametry na fabryczne. Czyli za każdym zanikiem prądu, sprawdzasz wszystkie parametry i poprawiasz te zmienione. Dodatkowo router ma poważny błąd w sterowniku drukarki - router pozwala podpiąć drukarkę na USB. Błąd polega na tym, że zawiesza komputer, czyli BSoD. Zgłosiłem powyższe błędy pomocy technicznej już kilka miesięcy temu - nic nie zmienili przez ten czas."
"negative", "Na ilu komputerach wystepuje ten błąd (statystycznie X/1000), bo na moich trzech komputerach działa bez zastrzeżeń."
"negative", "bardzo nie udany model,chyba że mam takie szczęście 2x oddaję ztym samym nie wzmacnia sygnału na jednej stronie anteny sprawneprzez to nie idzie rozprowadzić internetu w domu parterowym zasłaby sygnał 2router ok 2tygodnie i to samo co 1 ta sama wada nie polecam"
"negative", "Kupiłem podobną kieszeń 4World na dysk 3,5 SATA. Najpierw trafił się walnięty zasilacz dostałem drugi. Ten też po miesiącu padł przy okazji zabijając mi dysk. Omijajcie z bardzo daleka ten produkt!!!"
"negative", "Ocena jednym słowem: BADZIEW! Płytka z elektroniką, do której mocuje się dysk, wbita na siłę w prowadnice obudowy, drobinki cyny między lutami - zwarcia, brak jednej śrubki mocującej dysk, brak styku na lutach złącza USB, wtyk kabla zasilającego lata w gnieździe, brak śrubek do mocowania czołówki obudowy, podstawka nie trzyma obudowy w pionie,. Całe szczęście, że obejrzałem druk zanim podpiąłem dysk i całość do komputera! Nie jest wart nawet 10 zł!"
"negative", "ABSURD ! Super szczelna, metalowa obudowa na dysk - bez ani jednego otworu wentylacyjnego - już po 15 minutach zagrzała się tak, że można by na niej jajka sadzone smażyć. Obudowa powinna mieć nazwę: HDD-Killer"
"negative", "po testach jestem zawiedziony,mam pentagrama 39 cm 9 dbi i chciałem poprawić zasięg ale okazało się że jest znacznie słabsza nawet z antenką 2 dbi słabo konkuruje testowałem."
"negative", "Jak poprzednik nie polecam tego badziewia. W domu mam antenę 8dBi chciałem polepszyć zasię wi-fi skusiłem się na rzekome 16dBi. Jest to jednak *****wo po podłączeniu okazało się i ma zysk dużo mniejszy od posiadanej przeze mnie 8dBi"
"negative", "Torbę musiałem oddać na gwarancji, ponieważ po dwóch miesiącach używania zaczęła się rozpadać. Dobra do noszenia czegoś lekkiego, a nie 3-kilogramowego laptopa z ładowarką i myszką. Na szczęście reklamacja została pozytywnie rozpatrzona (to jedyna zaleta tego produktu, że tak pozwolę sobie zażartować)."
"negative", "Torba nie warta swojej ceny. Jakość wykonania pozostawia wiele do życzenia - chińska tandeta! Nosząc samego laptopa jest wszystko ok, jednak wkładając jeszcze ładowarkę torba wygląda jakby był w niej zapakowany telewizor kineskopowy! Nie polecam!"
"negative", "Tego produktu niestety w żadnym wypadku nie można nazywać pastą termo-przewodzącą. Jest to bardzo rzadka zawiesina wodna - wygląda jak woda z błotem. Trzy razy próbowałem ją nakładać na procesor różnymi sposobami, lecz efekt był zawsze ten sam - temperatura procesora na poziomie 80 stopni C. !!! Pasta nadaje się do kosza. Stanowczo odradzam."
"negative", "wystarczy włączyć gg i temperatura rośnie na niej heheh wysadzić produkcje tej pasty"
"negative", "Nie da się zaktualizować sterowników na win7, co jakiś czas internet przestaje działać, jakikolwiek inny router będzie lepszy, nie polecam. Dostałem w play do internetu, bo innych nie oferowali, oddaje na gwarancję. Nawet na infolinii play wiedzą, że urządzenie jest awaryjne. Czytając forum utwierdzam się, nie tylko ja mam z tym problem"
"negative", "Nie da się zaktualizować sterowników na win7, co jakiś czas internet przestaje działać, jakikolwiek inny router będzie lepszy, nie polecam. Dostałem w play do internetu, bo innych nie oferowali, oddaje na gwarancję. Nawet na infolinii play wiedzą, że urządzenie jest awaryjne. Czytając forum utwierdzam się, nie tylko ja mam z tym problem"
"negative", "nie da sie zaprogramować tego rutera. kupiłam go 2 tyg temu wydałam pieniądze a internetu mobilnego jak nie było tak nie ma. owszem włączy sie ale nie da nam sieci wi-fi poprostu bedzie sie na innym urządzeniu wyświetlało że jest sieć wi fi a po połączeniu z nią nie działa internet. dodatkowo bateria rozładowuje się po 2 godzinach.. przypominam że kupiłam nowy. i stan rutera daje wiele do życzenia"
"negative", "niezłe g----wno.3 razy w reklamacii.nie działa-ale media-tech twierdzi że działa.ale oczywiście z i ich modemami."
"negative", "PRZESTRZEGAM !!!!! Przed skrętkami firmy 4WORLD. Totalne badziewie. Nie wiem z czego są zrobione (chyba stal pokryta warstwą miedzi). O ile na 100mbit jakoś działa, tak po wymianie sprzętu na 1Gbit robią się cuda, błędne ramki, utrata pakietów, po wymianie na kable M***X jest wszystko OK !! Teraz do wymiany są kable w ścianach.. i kto nam za to zapłaci ? Za ten stracony czas na diagnozowaniu 1000-ca innych problemów jakie to spowodowało ???"
"negative", "Nie mam profesjonalnego doświadczenia ale dlaczego wymagać od skrętki kat. 5E aby poprawnie pracowała w sieci 1Gbit? Nie wiem, po prostu pytam, może inne skrętki 5e dają radę."
"negative", "Kupiłem je z ciekawości w jednym z supermarketów za całe 8.99PLN. Tragiczna jakość dźwięku. Nie polecam. Przeciwny biegun do audiofilskiego :) Jedyna zaleta tych słuchawek to cena, z perspektywy wolałbym jednak tą kwotę przeznaczyć na np. czekoladę czy piwo :) Brzmią jak 50 centów. Kupiłem je bo udają wyglądem beats :)"
"negative", "Słuchawek używałem przez tydzień po czym się zepsuły nastąpiło zagięcie kabelka zaraz przy samej słuchawce i przestała grać a jak gdzieś złączy to dźwięk jest charczący. Słuchawki nosiłem w kieszeni nie szarpałem więc Nie polecam tego produktu!"
"negative", "komputer i jego elemnty"
"negative", "do kitu"
"negative", "Badziew jakich mało nie kupujcie tego to pociągnie komputer co najwyżej na złomowisko"
"negative", "Jak najbardziej nie polecam tego zasilacza! Badziewie spaliło się po trzech tygodniach. Nie dość że głośny to jeszcze śmierdzi... Ale w sumie czego się spodziewać za takie pieniądze. Na szczęście nie pociągną za sobą grafiki i płyty głównej."
"negative", "nie polecam działał na początku bez zarzutów potem zaczoł się zawieszać potem były problemy z ładowniem okazalo się że odpado gniazdo zasiania podniosły się ścieżki zwykła tandeta lepiej zainwestować w lepszy sprzet"
"negative", "Witam Serwis to wielka pomyłka. Tablet był już 5 razy w serwisie i ciągle coś naprawiali. Obiecywali że gwarancja będzie przedłużona o czas przebywania w serwisie a gdy znowu się popsuł po 2 latach i 3 dniach dostałem odmowę przyjęcia na serwis."
"negative", "FATALNY SPRZĘT! Tuż po podłączeniu dysku 3.5' za pomocą tych kabli do źródła zasilania nastąpiło spięcie i poleciał dym... w internecie można znaleźć wiele podobnych sytuacji..."
"negative", "Specjalny adapter, umożliwiający podłączanie urządzeń standardu IDE (ATA) za pośrednictwem popularnego złącza USB. Niestety w praktyce rzadko udaje się na tym urządzeniu osiągnąć pozytywne rezultaty. Transfery są bardzo wolne, często występują błędy transmisji. Odradzam to mało stabilne urządzenie."
"negative", "Od trzech godzin próbuję skonfigurować to urządzenie, które jest łatwe w konfiguracji nawet dla początkujących użytkowników. Ja komputerami zajmuję się od 25 lat, zakładałem sieci lokalne, WiFi, konfigurowałem routery i punkty dostępowe. Tutaj należało tylko podać tryb pracy (repeater), identyfikator i hasło sieci zdalnej, to samo dla udostępnianej przez repeater. Wszystko podane - po restarcie komputer nie otrzymuje adresu IP. Po wielu resetowaniach znalazłem schowaną opcję "DHCP - disable". Włączyłem. Adres IP przydzielał się, ale nie przesyłają się dane przez zdalny AP. Według zdalnego AP (którego działanie ma przedłużać repeater) podłączony jest, według samego repeatera - podłączony nie jest. Nie działa nawet ping (dostępny w zakładce Tools). W dodatku okazało się, że tryb szyfrowania danych (WPA2 z 2004 roku) włączony na zdalnym AP jest nieobsługiwany przez repeater. Trzeba włączyć na AP starszy tryb. Ale to i tak w niczym nie pomaga. NIE POLECAM!"
"negative", "dno!!!!! kilka godzin prób, przywróceń do fabrycznych i restartów wszystkiego co pod prądem no i kapa:( już kiedyś kupiłem coś tej firmy i też poszło do zwrotu z tego samego powodu a oni sie szczycą tym, że wyinżynierowali to w UE:/ apropos, to instrukcja dla tych z sokolim wzrokiem i do tego uzbrojonym, a do tego cały soft po angielski i gdyby nie było problemów z wystartowaniem ustrojstwa to jeszcze pół biedy, ale tak to może ja coś przeoczyłem... czułem się z tym jak z instalowaniem w latach 90-tych, czyli po tygodniu prób może udałoby się toto wystartować i już nie dotykać bo to Engineering in UE;)"
"negative", "3x wym.matryca.Niestabilna praca"
"negative", "dzwonil do mnie rasPutin"
"negative", "Dwa kupione pod rząd tusze 703 BLACKPOINT (czarny i kolorowy) były do wyrzucenia. Piszę to z żalem, bo wcześniej kupowałem Blackpointy 21, i 22 do drukarki HP DJ F4180 - ze skutkiem pozytywnym. Teraz mam HP desk adv*****e. Tusz czarny 703 po prostu nie chciał drukować z powodu zgłaszanego błędu. Jeszcze przed wyjęciem z folii widziałem wyciek tuszu z kartridża - musiałem go wycierać przed użyciem. Kartridż kolorowy drukuje, ale tylko w kolorze zielonym. W obszarze matrycy dyszek widać wyraźny ubytek. NIE POLECAM może to ja mam pecha, ale wydaje się, że firma Blackpoint ostatnio lekceważy klientów. Obecnie już nie podejmę ryzyka bo zabawa przypomina ruletkę - z tym, że wygrana jest bliska zeru."
"negative", "Mam to samo. Kolorowe tusze drukują na zielono. Firma świadomie sprzedaje takie g... Sprawdzalem 3 tusze w roznych ostepach czasu i wszystkie maja to samo. Jeden nawet wymienilem ale to nie ma sensu bo dostajesz taki sam. Producent zarabia na tych, ktorzy probuja tanszego zamiennika a nie na tych co sa do firmy przekonani bo sie sprawdzila - a to juz *****wo."
"negative", "Jeśli komuś zależy na nauce na wielu platformach (PC/Mobile/WWW) to nie polecam tej aplikacji. Pomimo szeroko reklamowanej synchronizacji, poszczególne wersje są ze sobą kompletnie niekompatybilne. Np. wersja mobile w stosunku do PC/WWW ma całkiem inny podział, w związku z czym nie można ustalić tego samego toku nauki na tych platformach. Ponadto wersja PC/WWW ma najmniejszą jednostkę nowych słówek 1 a wersja mobilna 5. Czyli w wersji mobilnej Extreme English, jeśli chcemy uczyć się z każdego działu minimalnej liczby słów dziennie, to musimy uczyć się 70 słówek. W wersji na PC możemy uczyć się 14 słówek. Mail do producenta poskutkował odpowiedzią, której mogłem się spodziewać - nie można nic w tej kwestii zrobić, tak po prostu to jest w tym programie. Wyrzucone w błoto 100zł :/"
"negative", "Nie jestem pewny czy piszesz o "Extreme English Multi / 12 miesięcy ?" czy "Extreme English 2012 Multi [opcjonalnie wersja pudełkowa]? 1) Widzę że obie wersje dają opcję nauki na Android zamiennie z PC więc czym się różnią?? W Extreme English 2012 Multi [wersja pudełkowa[ nie ma mowy o długości ważności i jest tańszy więc gdzie jest haczyk?? 2) czy Extreme English 2012 Multi (wersja pudełkowa) daje możliwość *bezterminowej* nauki na PC zamiennie z Androidem? 3) Czy w Extreme English 2012 Multi (wersja pudełkowa) jest podział na etapy tzn. chciałbym zacząć gdzieś w środku intermediate ale jeśli to będzie za proste to zamknę to naukę i chciałbym zacząć od Advanced? Czy to to będzie możliwe w Extreme English 2012 Multi (wersja pudełkowa)?"
"negative", "Nie polecam ze względu na bardzo małą moc urządzenia, praktycznie nie ma szans, by coś podgrzało nawet trochę. Dodatkowo HUB nie działa zbyt dobrze, często zrywa połączenie. Jedyne co zasługuje na pochwałę to styl wykonania i wygląd - sprzęt wygląda konkretnie, szkoda tylko, że jego działanie jest nie do końca skuteczne."
"negative", "Pomysł na podgrzewacz do kawy czy herbaty przez usb jest beznadziejny!!!! Do urządzenie to totalne dno. Nie kupować! Podłączasz do kompa, ale niewiele podgrzewa. Jeszcze raz 'nie kupować'!!"
"negative", "Jedyne co mogę pochwalic to to ze da sie w nich rozmawiac przez telefon... ale taka funcjonalnosc to maja prawdowpodobnie produkty za 5 pln, Reklamowana mozliwosc sluchania muzyki to jakas pomylka ... nie da sie sluchac muzyki dluzej niz 10 sekund, jakosc dzwieku jest tragiczna - chyba ze ktos ma debowe ucho i rozroznia tylko czy graja czy nie ;-) poza tym ten model sam wypada z moich uszu a testowalem wiele sluchawek i nigdy takiego efektu nie mialem. Obudowa mikrofonu jest zmontowana tylko "na wcisk" i juz raz malo nie jej nie zgubilem"
"negative", "MASAKRA - tragiczna jakoś dźwięku, materiał z którego są zrobione jest podobny do tego w zabawkowych samochodzikach dla dzieci ( taki posrebrzany plastik ). Moduł z mikrofonem / przyciskiem jest na zatrzaski i dosłownie strzela w palcach. ZERO BASU - strasznie płasko grają, uszy bolą po paru minutach - TRAGICZNA JAKOŚ DŹWIĘKU - jeżeli to czytasz to uwierz, że nie miałeś nigdy w uszach gorszych słuchawek od tych. Zamiast przewodu jest taśma która nie dość, że się skręca itp. to jeszcze w razie np. naderwania jack'a nie ma możliwości polutowania tego po swojemu. NIE POLECAM - lepiej wydać te pieniądze na pizze."
"negative", "Co by tu napisać??? No nie wiem.... Może zacznijmy tak to najdroższy router (z grupy amatorskich) na runku cena 1150 PLN. I jest to jednocześnie najgorszy router na rynku. Kupiłem to urządzenie z nadzieją, że będzie OK., Ale tak nie jest. Urządzenie ma być najwydajniejszym i najlepszym urządzeniem z grupy routerów dwupasmowych z trybem AC. Tak mówi firma Linksys. A dlaczego jest najgorszym urządzeniem? Już wyjaśniam. Po pierwsze stabilność, można by zapytać, jaka stabilność? Urządzanie na pewno nie jest stabilne, ciężko czasem, aby urządzenie pracowało stabilnie, choć 6 godzin, a często potrafi się zawiesić już po kilku godzinach. Do wyboru albo zwiesi się całkowicie radio (brak komunikacji) albo ruter się niespodziewanie zrestartuje, lub nagle zacznie działać bardzo wolno (odpowiedź ping z routera potrzebuje kilku sekund, co powoduje, że przeglądanie stron jest nie możliwe). Cała seria nieszczęść do wyboru. Konfiguracja routera jest i prymitywna i dziwna (a miało być łatwo). Ustawień i możliwości konfiguracyjnych jest mało (bardzo podstawowe funkcje). A czy jest to łatwe? No może, ale wg mnie przedobrzone i przesadzone. Wydajność urządzenia jak na najdroższy router klasuje się w grupie urządzeń za 300 zł a nie 1150 PLN. Niby dla zaawansowanych użytkowników przeznaczony jest soft OpenWRT taaak po zainstalowaniu go, równie szybko go odinstalowałem ….. te same błędy te same problemy…. Ano bo Linksys używa tego samego softu (oprogramowanie rdzenia – jadra plus drivery), tylko inny interfejs, ale problemy te same. Czy urządzenie ma jakieś cechy pozytywne? No od bidy wygląd …. I antenki zewnętrzne na złączach RP-SMA. Ale nóżki w nowym urządzeniu już odklejają się …..Czyli wykonanie przeciętne. Uwaga w środku jest wentylator? Mi się jeszcze nie włączył, ale jak się kiedyś włączy? Może zacząć WYĆ. Wsparcie ze strony firmy linksys praktycznie żadne. Na pytanie, dlaczego albo o prośbę o rozwiązanie problemu, proponują zmianę kanału  co jest raczej zabawne i żadnego rozwiązania nie przynosi. Podsumowanie obecnie produkt nie nadaje się do niczego. Firma Linksys stała się najdroższą i najgorszą firmą na rynku. Nie wiem, ale odkąd firma Cisco sprzedała ten działa (linksys) firmie Belkin stałą się tragedia. Kiedyś urządzenia firmy Linksys uchodziły za najlepsze, (bo tak było) dziś mogą uchodzić za najgorsze. Moja Ocena? Omijać produkty firmy Linksys z daleka. Wygląd: 6/10 Wykonanie: 5/10 Możliwości/cena: 0/10 Power / wydajność: 3/10 Stabilność: 0/10 Obsługa/ możliwości oprogramowania: 2/10 Wsparcie techniczne:, 1/10 ( bo jest, ale tylko jest nic nie pomoże) Ocena końcowa: 2/10 NIE KUPOWAĆ !!!"
